,H,B,q,R_int,gamma,Su,sf_lower,sf_upper
1711,4,12,20,0.8,14,25,1.822,1.892
1712,4,12,20,0.6,18,100,6.023,6.255
1713,4,12,20,0.6,18,75,4.517,4.691
1714,4,12,20,0.6,18,50,3.012,3.128
1715,4,12,20,0.6,18,25,1.506,1.564
1716,4,12,20,0.6,16,100,6.621,6.830
1717,4,12,20,0.6,16,75,4.975,5.138
1718,4,12,20,0.6,16,50,3.310,3.415
1719,4,12,20,0.6,16,25,1.655,1.707
1720,4,12,20,0.6,14,100,7.321,7.568
1721,4,12,20,0.6,14,75,5.486,5.676
1722,4,12,20,0.6,14,50,3.661,3.784
1723,4,12,20,0.6,14,25,1.830,1.892
1724,4,12,10,1.0,18,100,6.782,7.011
1725,4,12,10,1.0,18,75,5.064,5.261
1726,4,12,10,1.0,18,50,3.391,3.505
1727,4,12,10,1.0,18,25,1.696,1.753
1728,4,12,10,1.0,16,100,7.489,7.783
1729,4,12,10,1.0,16,75,5.636,5.834
1730,4,12,10,1.0,16,50,3.744,3.892
1731,4,12,10,1.0,16,25,1.872,1.946
1732,4,12,10,1.0,14,100,8.429,8.722
1733,4,12,10,1.0,14,75,6.281,6.535
1734,4,12,10,1.0,14,50,4.215,4.361
1735,4,12,10,1.0,14,25,2.107,2.180
1736,4,12,10,0.8,18,100,6.782,7.011
1737,4,12,10,0.8,18,75,5.086,5.261
1738,4,12,10,0.8,18,50,3.391,3.505
1739,4,12,10,0.8,18,25,1.696,1.753
1740,4,12,10,0.8,16,100,7.489,7.783
1741,4,12,10,0.8,16,75,5.636,5.834
1742,4,12,10,0.8,16,50,3.744,3.892
1743,4,12,10,0.8,16,25,1.872,1.946
1744,4,12,10,0.8,14,100,8.429,8.722
1745,4,12,10,0.8,14,75,6.307,6.535
1746,4,12,10,0.8,14,50,4.215,4.361
1747,4,12,10,0.8,14,25,2.107,2.180
1748,4,12,10,0.6,18,100,6.782,7.011
1749,4,12,10,0.6,18,75,5.053,5.261
1750,4,12,10,0.6,18,50,3.391,3.505
1751,4,12,10,0.6,18,25,1.696,1.753
1752,4,12,10,0.6,16,100,7.489,7.763
1753,4,12,10,0.6,16,75,5.636,5.834
1754,4,12,10,0.6,16,50,3.744,3.881
1755,4,12,10,0.6,16,25,1.872,1.941
1756,4,12,10,0.6,14,100,8.409,8.722
1757,4,12,10,0.6,14,75,6.276,6.535
1758,4,12,10,0.6,14,50,4.205,4.361
1759,4,12,10,0.6,14,25,2.102,2.180
1760,4,12,0,1.0,18,100,7.676,7.993
1761,4,12,0,1.0,18,75,5.773,5.999
1762,4,12,0,1.0,18,50,3.838,3.996
1763,4,12,0,1.0,18,25,1.919,1.998
1764,4,12,0,1.0,16,100,8.688,8.990
1765,4,12,0,1.0,16,75,6.483,6.746
1766,4,12,0,1.0,16,50,4.344,4.495
1767,4,12,0,1.0,16,25,2.172,2.248
1768,4,12,0,1.0,14,100,9.870,10.275
1769,4,12,0,1.0,14,75,7.418,7.691
1770,4,12,0,1.0,14,50,4.935,5.138
1771,4,12,0,1.0,14,25,2.467,2.569
1772,4,12,0,0.8,18,100,7.676,7.993
1773,4,12,0,0.8,18,75,5.773,5.983
1774,4,12,0,0.8,18,50,3.838,3.996
1775,4,12,0,0.8,18,25,1.919,1.998
1776,4,12,0,0.8,16,100,8.688,8.990
1777,4,12,0,0.8,16,75,6.501,6.746
1778,4,12,0,0.8,16,50,4.344,4.495
1779,4,12,0,0.8,16,25,2.172,2.248
1780,4,12,0,0.8,14,100,9.870,10.275
1781,4,12,0,0.8,14,75,7.403,7.691
1782,4,12,0,0.8,14,50,4.935,5.138
1783,4,12,0,0.8,14,25,2.467,2.569
1784,4,12,0,0.6,18,100,7.720,7.985
1785,4,12,0,0.6,18,75,5.773,5.983
1786,4,12,0,0.6,18,50,3.860,3.993
1787,4,12,0,0.6,18,25,1.930,1.996
1788,4,12,0,0.6,16,100,8.688,8.990
1789,4,12,0,0.6,16,75,6.470,6.746
1790,4,12,0,0.6,16,50,4.344,4.495
1791,4,12,0,0.6,16,25,2.172,2.248
1792,4,12,0,0.6,14,100,9.926,10.275
1793,4,12,0,0.6,14,75,7.408,7.691
1794,4,12,0,0.6,14,50,4.963,5.138
1795,4,12,0,0.6,14,25,2.481,2.569
1796,4,10,20,1.0,18,100,6.069,6.347
1797,4,10,20,1.0,18,75,4.576,4.756
1798,4,10,20,1.0,18,50,3.035,3.173
1799,4,10,20,1.0,18,25,1.517,1.587
1800,4,10,20,1.0,16,100,6.690,6.948
1801,4,10,20,1.0,16,75,5.031,5.205
1802,4,10,20,1.0,16,50,3.345,3.474
1803,4,10,20,1.0,16,25,1.662,1.737
1804,4,10,20,1.0,14,100,7.408,7.678
1805,4,10,20,1.0,14,75,5.557,5.753
1806,4,10,20,1.0,14,50,3.704,3.839
1807,4,10,20,1.0,14,25,1.852,1.920
1808,4,10,20,0.8,18,100,6.113,6.339
1809,4,10,20,0.8,18,75,4.591,4.756
1810,4,10,20,0.8,18,50,3.059,3.170
1811,4,10,20,0.8,18,25,1.527,1.585
1812,4,10,20,0.8,16,100,6.647,6.948
1813,4,10,20,0.8,16,75,5.031,5.205
1814,4,10,20,0.8,16,50,3.323,3.474
1815,4,10,20,0.8,16,25,1.662,1.737
1816,4,10,20,0.8,14,100,7.396,7.678
1817,4,10,20,0.8,14,75,5.511,5.753
1818,4,10,20,0.8,14,50,3.698,3.839
1819,4,10,20,0.8,14,25,1.849,1.920
1820,4,10,20,0.6,18,100,6.118,6.339
1821,4,10,20,0.6,18,75,4.591,4.756
1822,4,10,20,0.6,18,50,3.059,3.170
1823,4,10,20,0.6,18,25,1.530,1.585
1824,4,10,20,0.6,16,100,6.701,6.948
1825,4,10,20,0.6,16,75,5.031,5.205
1826,4,10,20,0.6,16,50,3.350,3.474
1827,4,10,20,0.6,16,25,1.672,1.737
1828,4,10,20,0.6,14,100,7.411,7.678
1829,4,10,20,0.6,14,75,5.564,5.753
1830,4,10,20,0.6,14,50,3.705,3.839
1831,4,10,20,0.6,14,25,1.853,1.920
1832,4,10,10,1.0,18,100,6.872,7.092
1833,4,10,10,1.0,18,75,5.143,5.327
1834,4,10,10,1.0,18,50,3.436,3.546
1835,4,10,10,1.0,18,25,1.718,1.773
1836,4,10,10,1.0,16,100,7.580,7.900
1837,4,10,10,1.0,16,75,5.704,5.913
1838,4,10,10,1.0,16,50,3.802,3.950
1839,4,10,10,1.0,16,25,1.904,1.975
1840,4,10,10,1.0,14,100,8.526,8.827
1841,4,10,10,1.0,14,75,6.397,6.645
1842,4,10,10,1.0,14,50,4.263,4.414
1843,4,10,10,1.0,14,25,2.117,2.207
1844,4,10,10,0.8,18,100,6.872,7.092
1845,4,10,10,0.8,18,75,5.127,5.327
1846,4,10,10,0.8,18,50,3.436,3.546
1847,4,10,10,0.8,18,25,1.718,1.773
1848,4,10,10,0.8,16,100,7.605,7.900
1849,4,10,10,0.8,16,75,5.704,5.913
1850,4,10,10,0.8,16,50,3.808,3.950
1851,4,10,10,0.8,16,25,1.901,1.975
1852,4,10,10,0.8,14,100,8.538,8.827
1853,4,10,10,0.8,14,75,6.388,6.645
1854,4,10,10,0.8,14,50,4.263,4.414
1855,4,10,10,0.8,14,25,2.131,2.207
1856,4,10,10,0.6,18,100,6.861,7.098
1857,4,10,10,0.6,18,75,5.127,5.327
1858,4,10,10,0.6,18,50,3.431,3.549
1859,4,10,10,0.6,18,25,1.715,1.775
1860,4,10,10,0.6,16,100,7.580,7.900
1861,4,10,10,0.6,16,75,5.667,5.913
1862,4,10,10,0.6,16,50,3.790,3.950
1863,4,10,10,0.6,16,25,1.905,1.975
1864,4,10,10,0.6,14,100,8.526,8.827
1865,4,10,10,0.6,14,75,6.346,6.645
1866,4,10,10,0.6,14,50,4.269,4.414
1867,4,10,10,0.6,14,25,2.131,2.207
1868,4,10,0,1.0,18,100,7.813,8.097
1869,4,10,0,1.0,18,75,5.860,6.094
1870,4,10,0,1.0,18,50,3.907,4.048
1871,4,10,0,1.0,18,25,1.953,2.024
1872,4,10,0,1.0,16,100,8.760,9.085
1873,4,10,0,1.0,16,75,6.605,6.834
1874,4,10,0,1.0,16,50,4.380,4.543
1875,4,10,0,1.0,16,25,2.190,2.271
1876,4,10,0,1.0,14,100,10.045,10.410
1877,4,10,0,1.0,14,75,7.535,7.808
1878,4,10,0,1.0,14,50,5.023,5.205
1879,4,10,0,1.0,14,25,2.511,2.603
1880,4,10,0,0.8,18,100,7.826,8.097
1881,4,10,0,0.8,18,75,5.869,6.062
1882,4,10,0,0.8,18,50,3.913,4.048
1883,4,10,0,0.8,18,25,1.956,2.024
1884,4,10,0,0.8,16,100,8.760,9.131
1885,4,10,0,0.8,16,75,6.583,6.834
1886,4,10,0,0.8,16,50,4.380,4.566
1887,4,10,0,0.8,16,25,2.190,2.283
1888,4,10,0,0.8,14,100,10.061,10.410
1889,4,10,0,0.8,14,75,7.535,7.808
1890,4,10,0,0.8,14,50,5.031,5.205
1891,4,10,0,0.8,14,25,2.515,2.603
1892,4,10,0,0.6,18,100,7.824,8.097
1893,4,10,0,0.6,18,75,5.868,6.062
1894,4,10,0,0.6,18,50,3.912,4.048
1895,4,10,0,0.6,18,25,1.956,2.024
1896,4,10,0,0.6,16,100,8.760,9.131
1897,4,10,0,0.6,16,75,6.594,6.834
1898,4,10,0,0.6,16,50,4.380,4.566
1899,4,10,0,0.6,16,25,2.190,2.283
1900,4,10,0,0.6,14,100,10.059,10.410
1901,4,10,0,0.6,14,75,7.535,7.808
1902,4,10,0,0.6,14,50,5.030,5.205
1903,4,10,0,0.6,14,25,2.515,2.603
1904,4,8,20,1.0,18,100,6.229,6.466
1905,4,8,20,1.0,18,75,4.653,4.840
1906,4,8,20,1.0,18,50,3.114,3.233
1907,4,8,20,1.0,18,25,1.552,1.617
1908,4,8,20,1.0,16,100,6.818,7.074
1909,4,8,20,1.0,16,75,5.098,5.313
1910,4,8,20,1.0,16,50,3.409,3.537
1911,4,8,20,1.0,16,25,1.696,1.768
1912,4,8,20,1.0,14,100,7.499,7.832
1913,4,8,20,1.0,14,75,5.651,5.875
1914,4,8,20,1.0,14,50,3.755,3.916
1915,4,8,20,1.0,14,25,1.878,1.958
1916,4,8,20,0.8,18,100,6.189,6.466
1917,4,8,20,0.8,18,75,4.653,4.840
1918,4,8,20,0.8,18,50,3.114,3.233
1919,4,8,20,0.8,18,25,1.552,1.617
1920,4,8,20,0.8,16,100,6.818,7.074
1921,4,8,20,0.8,16,75,5.098,5.313
1922,4,8,20,0.8,16,50,3.398,3.537
1923,4,8,20,0.8,16,25,1.705,1.768
1924,4,8,20,0.8,14,100,7.511,7.832
1925,4,8,20,0.8,14,75,5.633,5.875
1926,4,8,20,0.8,14,50,3.762,3.916
1927,4,8,20,0.8,14,25,1.878,1.958
1928,4,8,20,0.6,18,100,6.199,6.466
1929,4,8,20,0.6,18,75,4.653,4.840
1930,4,8,20,0.6,18,50,3.104,3.233
1931,4,8,20,0.6,18,25,1.560,1.617
1932,4,8,20,0.6,16,100,6.797,7.074
1933,4,8,20,0.6,16,75,5.090,5.313
1934,4,8,20,0.6,16,50,3.409,3.537
1935,4,8,20,0.6,16,25,1.699,1.768
1936,4,8,20,0.6,14,100,7.549,7.832
1937,4,8,20,0.6,14,75,5.633,5.859
1938,4,8,20,0.6,14,50,3.767,3.916
1939,4,8,20,0.6,14,25,1.881,1.958
1940,4,8,10,1.0,18,100,6.978,7.245
1941,4,8,10,1.0,18,75,5.209,5.434
1942,4,8,10,1.0,18,50,3.489,3.622
1943,4,8,10,1.0,18,25,1.745,1.811
1944,4,8,10,1.0,16,100,7.736,8.045
1945,4,8,10,1.0,16,75,5.799,6.026
1946,4,8,10,1.0,16,50,3.868,4.022
1947,4,8,10,1.0,16,25,1.934,2.011
1948,4,8,10,1.0,14,100,8.665,9.016
1949,4,8,10,1.0,14,75,6.503,6.758
1950,4,8,10,1.0,14,50,4.333,4.508
1951,4,8,10,1.0,14,25,2.166,2.254
1952,4,8,10,0.8,18,100,6.978,7.245
1953,4,8,10,0.8,18,75,5.251,5.434
1954,4,8,10,0.8,18,50,3.489,3.622
1955,4,8,10,0.8,18,25,1.745,1.811
1956,4,8,10,0.8,16,100,7.736,8.045
1957,4,8,10,0.8,16,75,5.780,6.026
1958,4,8,10,0.8,16,50,3.868,4.022
1959,4,8,10,0.8,16,25,1.934,2.011
1960,4,8,10,0.8,14,100,8.665,9.016
1961,4,8,10,0.8,14,75,6.482,6.758
1962,4,8,10,0.8,14,50,4.333,4.508
1963,4,8,10,0.8,14,25,2.166,2.254
1964,4,8,10,0.6,18,100,6.956,7.245
1965,4,8,10,0.6,18,75,5.209,5.434
1966,4,8,10,0.6,18,50,3.478,3.622
1967,4,8,10,0.6,18,25,1.739,1.811
1968,4,8,10,0.6,16,100,7.736,8.045
1969,4,8,10,0.6,16,75,5.799,6.026
1970,4,8,10,0.6,16,50,3.868,4.022
1971,4,8,10,0.6,16,25,1.934,2.011
1972,4,8,10,0.6,14,100,8.665,9.016
1973,4,8,10,0.6,14,75,6.503,6.758
1974,4,8,10,0.6,14,50,4.333,4.508
1975,4,8,10,0.6,14,25,2.166,2.254
1976,4,8,0,1.0,18,100,7.928,8.265
1977,4,8,0,1.0,18,75,5.967,6.201
1978,4,8,0,1.0,18,50,3.964,4.133
1979,4,8,0,1.0,18,25,1.982,2.066
1980,4,8,0,1.0,16,100,8.944,9.290
1981,4,8,0,1.0,16,75,6.700,6.971
1982,4,8,0,1.0,16,50,4.472,4.645
1983,4,8,0,1.0,16,25,2.236,2.322
1984,4,8,0,1.0,14,100,10.197,10.625
1985,4,8,0,1.0,14,75,7.666,7.954
1986,4,8,0,1.0,14,50,5.115,5.313
1987,4,8,0,1.0,14,25,2.549,2.656
1988,4,8,0,0.8,18,100,7.939,8.265
1989,4,8,0,0.8,18,75,5.967,6.201
1990,4,8,0,0.8,18,50,3.966,4.133
1991,4,8,0,0.8,18,25,1.985,2.066
1992,4,8,0,0.8,16,100,8.944,9.290
1993,4,8,0,0.8,16,75,6.700,6.971
1994,4,8,0,0.8,16,50,4.472,4.645
1995,4,8,0,0.8,16,25,2.236,2.322
1996,4,8,0,0.8,14,100,10.229,10.625
1997,4,8,0,0.8,14,75,7.666,7.954
1998,4,8,0,0.8,14,50,5.115,5.313
1999,4,8,0,0.8,14,25,2.549,2.656
2000,4,8,0,0.6,18,100,7.928,8.265
2001,4,8,0,0.6,18,75,5.947,6.201
2002,4,8,0,0.6,18,50,3.964,4.133
2003,4,8,0,0.6,18,25,1.982,2.066
2004,4,8,0,0.6,16,100,8.944,9.290
2005,4,8,0,0.6,16,75,6.700,6.971
2006,4,8,0,0.6,16,50,4.472,4.645
2007,4,8,0,0.6,16,25,2.236,2.322
2008,4,8,0,0.6,14,100,10.197,10.625
2009,4,8,0,0.6,14,75,7.666,7.954
2010,4,8,0,0.6,14,50,5.115,5.313
2011,4,8,0,0.6,14,25,2.549,2.656
2012,4,6,20,1.0,18,100,6.334,6.614
2013,4,6,20,1.0,18,75,4.750,4.960
2014,4,6,20,1.0,18,50,3.165,3.307
2015,4,6,20,1.0,18,25,1.586,1.653
2016,4,6,20,1.0,16,100,6.942,7.268
2017,4,6,20,1.0,16,75,5.200,5.437
2018,4,6,20,1.0,16,50,3.466,3.634
2019,4,6,20,1.0,16,25,1.733,1.817
2020,4,6,20,1.0,14,100,7.680,8.014
2021,4,6,20,1.0,14,75,5.751,6.029
2022,4,6,20,1.0,14,50,3.840,4.007
2023,4,6,20,1.0,14,25,1.920,2.003
2024,4,6,20,0.8,18,100,6.345,6.614
2025,4,6,20,0.8,18,75,4.705,4.960
2026,4,6,20,0.8,18,50,3.172,3.307
2027,4,6,20,0.8,18,25,1.586,1.653
2028,4,6,20,0.8,16,100,6.942,7.268
2029,4,6,20,0.8,16,75,5.233,5.437
2030,4,6,20,0.8,16,50,3.471,3.634
2031,4,6,20,0.8,16,25,1.736,1.817
2032,4,6,20,0.8,14,100,7.680,8.014
2033,4,6,20,0.8,14,75,5.765,6.029
2034,4,6,20,0.8,14,50,3.840,4.007
2035,4,6,20,0.8,14,25,1.920,2.003
2036,4,6,20,0.6,18,100,6.345,6.614
2037,4,6,20,0.6,18,75,4.765,4.960
2038,4,6,20,0.6,18,50,3.172,3.307
2039,4,6,20,0.6,18,25,1.584,1.653
2040,4,6,20,0.6,16,100,6.942,7.268
2041,4,6,20,0.6,16,75,5.200,5.437
2042,4,6,20,0.6,16,50,3.471,3.634
2043,4,6,20,0.6,16,25,1.736,1.817
2044,4,6,20,0.6,14,100,7.701,8.014
2045,4,6,20,0.6,14,75,5.747,5.991
2046,4,6,20,0.6,14,50,3.840,4.007
2047,4,6,20,0.6,14,25,1.920,2.003
2048,4,6,10,1.0,18,100,7.131,7.418
2049,4,6,10,1.0,18,75,5.331,5.571
2050,4,6,10,1.0,18,50,3.554,3.709
2051,4,6,10,1.0,18,25,1.777,1.854
2052,4,6,10,1.0,16,100,7.898,8.237
2053,4,6,10,1.0,16,75,5.904,6.187
2054,4,6,10,1.0,16,50,3.949,4.119
2055,4,6,10,1.0,16,25,1.974,2.059
2056,4,6,10,1.0,14,100,8.808,9.235
2057,4,6,10,1.0,14,75,6.636,6.926
2058,4,6,10,1.0,14,50,4.423,4.618
2059,4,6,10,1.0,14,25,2.205,2.309
2060,4,6,10,0.8,18,100,7.131,7.418
2061,4,6,10,0.8,18,75,5.331,5.571
2062,4,6,10,0.8,18,50,3.554,3.709
2063,4,6,10,0.8,18,25,1.783,1.854
2064,4,6,10,0.8,16,100,7.873,8.237
2065,4,6,10,0.8,16,75,5.904,6.187
2066,4,6,10,0.8,16,50,3.936,4.119
2067,4,6,10,0.8,16,25,1.968,2.059
2068,4,6,10,0.8,14,100,8.822,9.235
2069,4,6,10,0.8,14,75,6.636,6.926
2070,4,6,10,0.8,14,50,4.407,4.618
2071,4,6,10,0.8,14,25,2.205,2.309
2072,4,6,10,0.6,18,100,7.109,7.418
2073,4,6,10,0.6,18,75,5.331,5.571
2074,4,6,10,0.6,18,50,3.554,3.709
2075,4,6,10,0.6,18,25,1.783,1.854
2076,4,6,10,0.6,16,100,7.854,8.237
2077,4,6,10,0.6,16,75,5.904,6.187
2078,4,6,10,0.6,16,50,3.927,4.119
2079,4,6,10,0.6,16,25,1.965,2.059
2080,4,6,10,0.6,14,100,8.828,9.235
2081,4,6,10,0.6,14,75,6.631,6.926
2082,4,6,10,0.6,14,50,4.418,4.618
2083,4,6,10,0.6,14,25,2.209,2.309
2084,4,6,0,1.0,18,100,8.155,8.468
2085,4,6,0,1.0,18,75,6.020,6.346
2086,4,6,0,1.0,18,50,4.074,4.234
2087,4,6,0,1.0,18,25,2.039,2.117
2088,4,6,0,1.0,16,100,9.102,9.538
2089,4,6,0,1.0,16,75,6.821,7.148
2090,4,6,0,1.0,16,50,4.551,4.769
2091,4,6,0,1.0,16,25,2.275,2.385
2092,4,6,0,1.0,14,100,10.400,10.874
2093,4,6,0,1.0,14,75,7.814,8.163
2094,4,6,0,1.0,14,50,5.200,5.437
2095,4,6,0,1.0,14,25,2.600,2.718
2096,4,6,0,0.8,18,100,8.141,8.468
2097,4,6,0,0.8,18,75,6.064,6.346
2098,4,6,0,0.8,18,50,4.071,4.234
2099,4,6,0,0.8,18,25,2.022,2.117
2100,4,6,0,0.8,16,100,9.102,9.538
2101,4,6,0,0.8,16,75,6.823,7.148
2102,4,6,0,0.8,16,50,4.551,4.769
2103,4,6,0,0.8,16,25,2.283,2.385
2104,4,6,0,0.8,14,100,10.400,10.874
2105,4,6,0,0.8,14,75,7.814,8.163
2106,4,6,0,0.8,14,50,5.200,5.437
2107,4,6,0,0.8,14,25,2.600,2.718
2108,4,6,0,0.6,18,100,8.141,8.468
2109,4,6,0,0.6,18,75,6.069,6.346
2110,4,6,0,0.6,18,50,4.071,4.234
2111,4,6,0,0.6,18,25,2.022,2.117
2112,4,6,0,0.6,16,100,9.131,9.490
2113,4,6,0,0.6,16,75,6.821,7.148
2114,4,6,0,0.6,16,50,4.565,4.745
2115,4,6,0,0.6,16,25,2.283,2.373
2116,4,6,0,0.6,14,100,10.400,10.874
2117,4,6,0,0.6,14,75,7.814,8.163
2118,4,6,0,0.6,14,50,5.200,5.437
2119,4,6,0,0.6,14,25,2.600,2.718
2120,4,4,20,1.0,18,100,6.561,6.873
2121,4,4,20,1.0,18,75,4.914,5.126
2122,4,4,20,1.0,18,50,3.280,3.437
2123,4,4,20,1.0,18,25,1.640,1.718
2124,4,4,20,1.0,16,100,7.193,7.519
2125,4,4,20,1.0,16,75,5.395,5.617
2126,4,4,20,1.0,16,50,3.597,3.759
2127,4,4,20,1.0,16,25,1.798,1.880
2128,4,4,20,1.0,14,100,7.908,8.282
2129,4,4,20,1.0,14,75,5.948,6.237
2130,4,4,20,1.0,14,50,3.954,4.141
2131,4,4,20,1.0,14,25,1.977,2.070
2132,4,4,20,0.8,18,100,6.561,6.849
2133,4,4,20,0.8,18,75,4.914,5.126
2134,4,4,20,0.8,18,50,3.280,3.424
2135,4,4,20,0.8,18,25,1.640,1.712
2136,4,4,20,0.8,16,100,7.184,7.519
2137,4,4,20,0.8,16,75,5.388,5.645
2138,4,4,20,0.8,16,50,3.592,3.759
2139,4,4,20,0.8,16,25,1.796,1.880
2140,4,4,20,0.8,14,100,7.908,8.282
2141,4,4,20,0.8,14,75,5.948,6.237
2142,4,4,20,0.8,14,50,3.954,4.141
2143,4,4,20,0.8,14,25,1.977,2.070
2144,4,4,20,0.6,18,100,6.573,6.849
2145,4,4,20,0.6,18,75,4.923,5.126
2146,4,4,20,0.6,18,50,3.286,3.424
2147,4,4,20,0.6,18,25,1.643,1.712
2148,4,4,20,0.6,16,100,7.184,7.519
2149,4,4,20,0.6,16,75,5.388,5.625
2150,4,4,20,0.6,16,50,3.592,3.759
2151,4,4,20,0.6,16,25,1.796,1.880
2152,4,4,20,0.6,14,100,7.908,8.282
2153,4,4,20,0.6,14,75,5.910,6.237
2154,4,4,20,0.6,14,50,3.954,4.141
2155,4,4,20,0.6,14,25,1.977,2.070
2156,4,4,10,1.0,18,100,7.316,7.674
2157,4,4,10,1.0,18,75,5.517,5.763
2158,4,4,10,1.0,18,50,3.658,3.837
2159,4,4,10,1.0,18,25,1.829,1.918
2160,4,4,10,1.0,16,100,8.152,8.514
2161,4,4,10,1.0,16,75,6.099,6.385
2162,4,4,10,1.0,16,50,4.076,4.257
2163,4,4,10,1.0,16,25,2.038,2.128
2164,4,4,10,1.0,14,100,9.101,9.530
2165,4,4,10,1.0,14,75,6.863,7.169
2166,4,4,10,1.0,14,50,4.551,4.765
2167,4,4,10,1.0,14,25,2.275,2.382
2168,4,4,10,0.8,18,100,7.352,7.674
2169,4,4,10,0.8,18,75,5.517,5.763
2170,4,4,10,0.8,18,50,3.676,3.837
2171,4,4,10,0.8,18,25,1.838,1.918
2172,4,4,10,0.8,16,100,8.152,8.514
2173,4,4,10,0.8,16,75,6.111,6.385
2174,4,4,10,0.8,16,50,4.076,4.257
2175,4,4,10,0.8,16,25,2.038,2.128
2176,4,4,10,0.8,14,100,9.131,9.530
2177,4,4,10,0.8,14,75,6.809,7.169
2178,4,4,10,0.8,14,50,4.565,4.765
2179,4,4,10,0.8,14,25,2.283,2.382
2180,4,4,10,0.6,18,100,7.328,7.674
2181,4,4,10,0.6,18,75,5.522,5.763
2182,4,4,10,0.6,18,50,3.664,3.837
2183,4,4,10,0.6,18,25,1.832,1.918
2184,4,4,10,0.6,16,100,8.152,8.514
2185,4,4,10,0.6,16,75,6.111,6.385
2186,4,4,10,0.6,16,50,4.076,4.257
2187,4,4,10,0.6,16,25,2.038,2.128
2188,4,4,10,0.6,14,100,9.137,9.530
2189,4,4,10,0.6,14,75,6.869,7.145
2190,4,4,10,0.6,14,50,4.568,4.765
2191,4,4,10,0.6,14,25,2.284,2.382
2192,4,4,0,1.0,18,100,8.372,8.745
2193,4,4,0,1.0,18,75,6.278,6.586
2194,4,4,0,1.0,18,50,4.186,4.373
2195,4,4,0,1.0,18,25,2.095,2.186
2196,4,4,0,1.0,16,100,9.428,9.826
2197,4,4,0,1.0,16,75,7.053,7.402
2198,4,4,0,1.0,16,50,4.714,4.913
2199,4,4,0,1.0,16,25,2.357,2.456
2200,4,4,0,1.0,14,100,10.776,11.233
2201,4,4,0,1.0,14,75,8.084,8.451
2202,4,4,0,1.0,14,50,5.388,5.617
2203,4,4,0,1.0,14,25,2.694,2.808
2204,4,4,0,0.8,18,100,8.379,8.745
2205,4,4,0,0.8,18,75,6.282,6.545
2206,4,4,0,0.8,18,50,4.189,4.373
2207,4,4,0,0.8,18,25,2.095,2.186
2208,4,4,0,0.8,16,100,9.428,9.826
2209,4,4,0,0.8,16,75,7.053,7.402
2210,4,4,0,0.8,16,50,4.714,4.913
2211,4,4,0,0.8,16,25,2.357,2.456
2212,4,4,0,0.8,14,100,10.755,11.250
2213,4,4,0,0.8,14,75,8.084,8.451
2214,4,4,0,0.8,14,50,5.377,5.617
2215,4,4,0,0.8,14,25,2.689,2.823
2216,4,4,0,0.6,18,100,8.371,8.745
2217,4,4,0,0.6,18,75,6.289,6.586
2218,4,4,0,0.6,18,50,4.185,4.373
2219,4,4,0,0.6,18,25,2.093,2.186
2220,4,4,0,0.6,16,100,9.422,9.826
2221,4,4,0,0.6,16,75,7.053,7.402
2222,4,4,0,0.6,16,50,4.711,4.913
2223,4,4,0,0.6,16,25,2.355,2.456
2224,4,4,0,0.6,14,100,10.755,11.250
2225,4,4,0,0.6,14,75,8.098,8.451
2226,4,4,0,0.6,14,50,5.377,5.625
2227,4,4,0,0.6,14,25,2.689,2.813
2228,4,2,20,1.0,18,100,6.905,7.313
2229,4,2,20,1.0,18,75,5.220,5.489
2230,4,2,20,1.0,18,50,3.452,3.657
2231,4,2,20,1.0,18,25,1.726,1.828
2232,4,2,20,1.0,16,100,7.631,7.970
2233,4,2,20,1.0,16,75,5.727,6.008
2234,4,2,20,1.0,16,50,3.816,3.985
2235,4,2,20,1.0,16,25,1.908,1.993
2236,4,2,20,1.0,14,100,8.404,8.838
2237,4,2,20,1.0,14,75,6.304,6.639
2238,4,2,20,1.0,14,50,4.202,4.419
2239,4,2,20,1.0,14,25,2.101,2.209
2240,4,2,20,0.8,18,100,6.960,7.313
2241,4,2,20,0.8,18,75,5.220,5.453
2242,4,2,20,0.8,18,50,3.480,3.657
2243,4,2,20,0.8,18,25,1.740,1.828
2244,4,2,20,0.8,16,100,7.625,7.970
2245,4,2,20,0.8,16,75,5.727,6.008
2246,4,2,20,0.8,16,50,3.812,3.985
2247,4,2,20,0.8,16,25,1.906,1.993
2248,4,2,20,0.8,14,100,8.404,8.838
2249,4,2,20,0.8,14,75,6.304,6.639
2250,4,2,20,0.8,14,50,4.202,4.419
2251,4,2,20,0.8,14,25,2.101,2.209
2252,4,2,20,0.6,18,100,6.960,7.278
2253,4,2,20,0.6,18,75,5.220,5.489
2254,4,2,20,0.6,18,50,3.480,3.639
2255,4,2,20,0.6,18,25,1.740,1.820
2256,4,2,20,0.6,16,100,7.637,7.970
2257,4,2,20,0.6,16,75,5.736,5.995
2258,4,2,20,0.6,16,50,3.819,3.985
2259,4,2,20,0.6,16,25,1.909,1.993
2260,4,2,20,0.6,14,100,8.404,8.838
2261,4,2,20,0.6,14,75,6.324,6.607
2262,4,2,20,0.6,14,50,4.202,4.419
2263,4,2,20,0.6,14,25,2.101,2.209
2264,4,2,10,1.0,18,100,7.833,8.204
2265,4,2,10,1.0,18,75,5.859,6.133
2266,4,2,10,1.0,18,50,3.916,4.102
2267,4,2,10,1.0,18,25,1.958,2.051
2268,4,2,10,1.0,16,100,8.642,9.044
